thread_id,kind,agent_path,model,reasoning_effort,responses,input_tokens,cached_input_tokens,cache_write_input_tokens,output_tokens,reasoning_output_tokens,total_tokens,api_cost_equivalent_usd
01a05215-9244-77c0-9e2f-10837993d877,guardian,/guardian/auto-review,codex-auto-review,low,4,110309,80896,0,306,73,110615,
01a05218-22a1-7c41-8154-55c2b3e65701,guardian,/guardian/auto-review,codex-auto-review,low,9,268517,228096,0,688,176,269205,
01a05225-650b-7ab1-a538-1bed07050a32,guardian,/guardian/auto-review,codex-auto-review,low,22,1021605,936448,0,1519,313,1023124,
01a0522b-3a6f-76d3-8351-55cd871c16e3,guardian,/guardian/auto-review,codex-auto-review,low,14,326549,289280,0,998,226,327547,
01a05233-6174-7c80-82cc-9ec45faf7a0c,guardian,/guardian/auto-review,codex-auto-review,low,23,914704,844032,0,1457,282,916161,
01a0524a-ea55-7490-8279-81c8c0454f45,guardian,/guardian/auto-review,codex-auto-review,low,2,57251,27136,0,295,214,57546,
01a05251-fe0f-7900-9205-2a8e5f917fe0,guardian,/guardian/auto-review,codex-auto-review,low,1,21975,4864,0,177,125,22152,
01a05255-f725-7361-b1bd-7bb8cc798f11,guardian,/guardian/auto-review,codex-auto-review,low,5,131062,100096,0,583,279,131645,
01a0525b-237e-7602-8cc1-145664826ce5,guardian,/guardian/auto-review,codex-auto-review,low,8,259396,221184,0,740,250,260136,
01a0525f-68c3-7453-ab02-a2b76f598279,guardian,/guardian/auto-review,codex-auto-review,low,1,23505,4864,0,160,104,23665,
01a05263-ee12-71a1-99c6-c6b7b1a64361,guardian,/guardian/auto-review,codex-auto-review,low,15,445764,404736,0,1016,126,446780,
01a05268-3420-71b2-b41d-267df73c30a6,guardian,/guardian/auto-review,codex-auto-review,low,3,96491,58624,0,365,220,96856,
01a0526f-cbda-7973-8b23-cbd6961dbc11,guardian,/guardian/auto-review,codex-auto-review,low,20,857950,780288,0,1321,244,859271,
01a05299-8c44-7533-a093-8d3e8f47a9b6,guardian,/guardian/auto-review,codex-auto-review,low,14,322774,282112,0,885,108,323659,
01a052ae-9a74-7160-8eb4-e19176c4e1ae,guardian,/guardian/auto-review,codex-auto-review,low,3,95478,58624,0,322,144,95800,
01a052ae-fa66-78a2-88c7-e935cf02c388,guardian,/guardian/auto-review,codex-auto-review,low,26,1248852,1163776,0,2096,517,1250948,
01a052cb-fc4b-7113-8e86-51456b2b6dc9,guardian,/guardian/auto-review,codex-auto-review,low,6,100650,81408,0,590,247,101240,
01a052d2-f8c3-78d0-a8d9-43919e724715,guardian,/guardian/auto-review,codex-auto-review,low,4,129534,95232,0,456,203,129990,
01a052d3-3017-7891-945a-dbeb9a0a4a46,guardian,/guardian/auto-review,codex-auto-review,low,6,96151,77312,0,491,212,96642,
01a052db-6a32-7063-a327-ca06471fc66f,guardian,/guardian/auto-review,codex-auto-review,low,12,250101,217088,0,1089,374,251190,
01a052e9-753d-7e83-b848-311488381032,guardian,/guardian/auto-review,codex-auto-review,low,3,44601,30976,0,318,151,44919,
01a052eb-8629-70b1-adab-cc71962146a6,guardian,/guardian/auto-review,codex-auto-review,low,9,158226,132864,0,592,127,158818,
01a052ec-d796-77d0-8485-6deb00516143,guardian,/guardian/auto-review,codex-auto-review,low,11,328089,270592,0,987,386,329076,
01a052f0-4f88-7ce1-9a62-fb9d66bec5d3,guardian,/guardian/auto-review,codex-auto-review,low,4,108176,77824,0,474,236,108650,
01a052f6-10bf-71b3-9d78-7e2bac7986aa,guardian,/guardian/auto-review,codex-auto-review,low,6,216371,169472,0,432,74,216803,
01a052fb-e4cd-7930-9baa-4e208aa22639,guardian,/guardian/auto-review,codex-auto-review,low,13,470178,412416,0,982,258,471160,
01a052fe-94b2-71a0-849c-9c49a3374195,guardian,/guardian/auto-review,codex-auto-review,low,13,479838,426752,0,965,210,480803,
01a0530d-c9a5-7e73-bdbe-748c2fc4c03c,guardian,/guardian/auto-review,codex-auto-review,low,5,124691,100096,0,482,159,125173,
01a05311-f3a3-7782-be31-60b923d9ea00,guardian,/guardian/auto-review,codex-auto-review,low,6,94160,76288,0,467,144,94627,
01a05315-922f-7e62-bbf5-a0c5f81d99fd,guardian,/guardian/auto-review,codex-auto-review,low,9,165961,141056,0,741,232,166702,
01a0531e-6192-7050-920f-361421e202d5,guardian,/guardian/auto-review,codex-auto-review,low,12,520923,463872,0,923,231,521846,
01a05321-cfad-7c21-8a4e-6bb41770a9fe,guardian,/guardian/auto-review,codex-auto-review,low,10,308714,266752,0,880,291,309594,
01a05330-c3ce-7de2-bbd5-bbfac8c4513b,guardian,/guardian/auto-review,codex-auto-review,low,4,105885,79872,0,330,114,106215,
01a05332-8801-7c82-9e7b-f5e9d35e8d2c,guardian,/guardian/auto-review,codex-auto-review,low,3,71628,47360,0,385,211,72013,
01a05338-26e2-78e2-807b-d594d31e885e,guardian,/guardian/auto-review,codex-auto-review,low,7,228022,190720,0,558,211,228580,
01a0533c-01f7-7d82-a0e9-b08026ab81a0,guardian,/guardian/auto-review,codex-auto-review,low,32,1782421,1683456,0,2110,425,1784531,
01a05340-aaf1-76d0-913f-311e596436e2,guardian,/guardian/auto-review,codex-auto-review,low,3,69289,48384,0,298,116,69587,
01a0534a-6ef6-7963-8131-cf7099a93dfa,guardian,/guardian/auto-review,codex-auto-review,low,3,46941,33024,0,433,247,47374,
01a0534d-ea68-7761-9f62-d34b3111c615,guardian,/guardian/auto-review,codex-auto-review,low,7,128692,105728,0,624,240,129316,
01a05352-ad51-7203-a410-03220b91d822,guardian,/guardian/auto-review,codex-auto-review,low,8,258848,217088,0,642,211,259490,
01a05364-b52e-7541-a1b0-bd2394403a38,guardian,/guardian/auto-review,codex-auto-review,low,2,27352,16896,0,278,156,27630,
01a05367-08f7-7931-93a6-c51919548387,guardian,/guardian/auto-review,codex-auto-review,low,6,103652,83456,0,578,234,104230,
01a0536b-19cf-70a0-9819-be3bc0fc5011,guardian,/guardian/auto-review,codex-auto-review,low,8,221883,185344,0,645,213,222528,
01a0536f-2242-7882-9acf-d04b004480b5,guardian,/guardian/auto-review,codex-auto-review,low,7,207783,167168,0,714,334,208497,
01a05382-a81d-7280-b5a4-f6422d27b8a7,guardian,/guardian/auto-review,codex-auto-review,low,2,26367,15872,0,231,110,26598,
01a05384-d607-7a60-852e-6e30136b6cb1,guardian,/guardian/auto-review,codex-auto-review,low,4,66446,47104,0,386,199,66832,
01a0538e-2d01-7530-9181-d0ab4abf11af,guardian,/guardian/auto-review,codex-auto-review,low,12,366334,320512,0,947,200,367281,
01a0538e-9881-7d70-ad6e-016067f522c7,guardian,/guardian/auto-review,codex-auto-review,low,8,218197,166912,0,666,166,218863,
01a0539d-84a7-7701-ae68-b48a5939f024,guardian,/guardian/auto-review,codex-auto-review,low,3,71499,50432,0,335,153,71834,
01a053a1-a69e-7c42-8cc7-739020f326ed,guardian,/guardian/auto-review,codex-auto-review,low,6,163038,131584,0,547,203,163585,
01a053a5-2aa9-7131-b4d3-ea4606201072,guardian,/guardian/auto-review,codex-auto-review,low,3,50250,34048,0,259,86,50509,
01a053a8-f8ed-7ea2-945a-b40508337ed4,guardian,/guardian/auto-review,codex-auto-review,low,8,158843,131072,0,672,213,159515,
01a053ae-ea50-7593-afe3-77570f09a144,guardian,/guardian/auto-review,codex-auto-review,low,19,639171,584960,0,1340,248,640511,
01a053be-49de-7791-8e6d-59ec87826901,guardian,/guardian/auto-review,codex-auto-review,low,6,169214,139776,0,467,94,169681,
01a053c5-8f20-70f3-8d75-23f6152bf8a0,guardian,/guardian/auto-review,codex-auto-review,low,4,65223,49152,0,436,187,65659,
01a053c8-a49f-7920-96e8-7de112adba95,guardian,/guardian/auto-review,codex-auto-review,low,10,202519,174592,0,735,180,203254,
01a053d0-0294-7433-bd90-e4c0cd531709,guardian,/guardian/auto-review,codex-auto-review,low,14,463039,400896,0,1042,280,464081,
01a053da-1e39-7fc0-8054-603338ddf1ef,guardian,/guardian/auto-review,codex-auto-review,low,4,96436,71680,0,345,151,96781,
