thread_id,agent_path,task_group,turn_id,started_at,started_at_local,completed_at,completed_at_local,duration_seconds,time_to_first_token_seconds,outcome,model,reasoning_effort,error,result_sha256,result_excerpt
01a07da8-6b82-7ec3-b3e8-a534cd02d420,/root/p1_04_05_s0_final_writer,shared foundation,01a07da8-6c7a-7a72-b2b0-8fa116e17840,2026-09-07T20:56:24Z,2026-09-07T22:56:24+02:00,2026-09-07T21:00:55Z,2026-09-07T23:00:55+02:00,270.805,8.835,completed,gpt-5.6-terra,high,,d4472a925951994c457326846b79b50ab84e2e6479eaec7ba956cd44829bc7aa,
01a07da8-6b82-7ec3-b3e8-a534cd02d420,/root/p1_04_05_s0_final_writer,shared foundation,01a07dd0-b485-75c1-a242-71e34799fe55,2026-09-07T21:40:24Z,2026-09-07T23:40:24+02:00,2026-09-07T21:43:29Z,2026-09-07T23:43:29+02:00,185.093,3.375,completed,gpt-5.6-terra,high,,4159a02c4c397294bf32ca4f7cb2ed444848623769aead076676f4fbd0bcf00b,
01a07db7-95b8-75c0-ab12-0ae1a405f284,/root/p1_04_05_s0_final_acceptance_v2,shared foundation,01a07db7-96b9-76a2-b2bf-0eb09bb74182,2026-09-07T21:12:58Z,2026-09-07T23:12:58+02:00,2026-09-07T21:26:38Z,2026-09-07T23:26:38+02:00,819.35,8.271,completed,gpt-5.6-sol,xhigh,,9b3c410bce35c2d8ccedb00c699a3bfb2ad955fe98f99f6369ca7f69455ac71b,
01a07dc8-15c2-72d1-8b06-946ef8e4effa,/root/p1_04_05_s0_final_diagnosis,shared foundation,01a07dc8-16e6-7ea1-a7b8-1e6f8f349a36,2026-09-07T21:31:00Z,2026-09-07T23:31:00+02:00,2026-09-07T21:37:30Z,2026-09-07T23:37:30+02:00,390.536,4.854,completed,gpt-5.6-sol,high,,a1a55b166c1c883a49bd5fd3599363fe39bd0cfae10030a6168414ffb34d3662,
01a07dd6-36a2-7d90-ad6b-caba95f9d51a,/root/p1_04_05_s0_final_acceptance_v3,P1-04,01a07dd6-37a8-7891-bd16-6e45a33f57ad,2026-09-07T21:46:26Z,2026-09-07T23:46:26+02:00,2026-09-07T21:58:45Z,2026-09-07T23:58:45+02:00,739.078,9.37,completed,gpt-5.6-sol,xhigh,,3c4368604f4336587544d440dd4be9a29c38cc71d6f33fc4aa1dba56916f6946,
01a07def-1e37-76e1-aa12-dfa2969a033b,/root/p1_04_05_c1_cumulative_review,P1-04,01a07def-1f45-7272-b47d-64298cde40e4,2026-09-07T22:13:38Z,2026-09-08T00:13:38+02:00,2026-09-07T22:37:36Z,2026-09-08T00:37:36+02:00,1438.578,8.012,completed,gpt-5.6-sol,xhigh,,6da19af5850d136e0ab7163364790f2ab5942d722c2e1a1b06401a3c6b5b8cf7,
01a07def-1e37-76e1-aa12-dfa2969a033b,/root/p1_04_05_c1_cumulative_review,shared C1,01a07e06-eee3-79f1-aceb-496f3c91b2be,2026-09-07T22:39:38Z,2026-09-08T00:39:38+02:00,2026-09-07T22:48:52Z,2026-09-08T00:48:52+02:00,553.441,9.858,completed,gpt-5.6-sol,xhigh,,ec925e9d570ba38d362b177880955e18680dc6150af541a1cf1af428ead8da3d,
01a07def-1e37-76e1-aa12-dfa2969a033b,/root/p1_04_05_c1_cumulative_review,shared C1,01a07e1e-7009-7e62-a93b-e734c6ac1a3c,2026-09-07T23:05:19Z,2026-09-08T01:05:19+02:00,2026-09-07T23:10:16Z,2026-09-08T01:10:16+02:00,297.434,4.267,completed,gpt-5.6-sol,xhigh,,ccee09892be53c258d827f9b54a1b31bd048a2cc68b54ef4e7946477840c2bdc,
01a07e13-8304-7912-a0f8-858f53ae3c42,/root/p1_04_05_c1_writer,shared C1,01a07e13-83f5-7950-abae-f8c2ed4098b1,2026-09-07T22:53:23Z,2026-09-08T00:53:23+02:00,2026-09-07T23:03:06Z,2026-09-08T01:03:06+02:00,583.362,5.353,completed,gpt-5.6-terra,high,,bcd50685236035f5653fed576b512225507d27376abfe202dfb9384bd7bd05f0,
01a07e13-8304-7912-a0f8-858f53ae3c42,/root/p1_04_05_c1_writer,shared C1,01a07e25-07cc-7811-8348-e9d481f73027,2026-09-07T23:12:31Z,2026-09-08T01:12:31+02:00,2026-09-07T23:18:43Z,2026-09-08T01:18:43+02:00,371.935,6.705,completed,gpt-5.6-terra,high,,595053c9f210535159bb88fa005034d392b8490a77a5b273b7711f865a5631dd,
01a07e35-1ef4-7db3-9856-e391c1e57872,/root/p1_04_05_c1_validation,shared C1,01a07e35-1fe5-77e0-b25d-46e0af8488b1,2026-09-07T23:30:05Z,2026-09-08T01:30:05+02:00,2026-09-07T23:35:54Z,2026-09-08T01:35:54+02:00,349.044,4.185,completed,gpt-5.6-luna,low,,955a3807f0daae362fce307bc4c00d242c4ccd8f9edfc9f5422f3831befa598a,
01a07e3c-cd89-7241-b563-22c85bc6a2d4,/root/p1_04_05_c1_final_acceptance,shared C1,01a07e3c-ce88-71b2-8eba-2db8054793cc,2026-09-07T23:38:29Z,2026-09-08T01:38:29+02:00,2026-09-07T23:53:41Z,2026-09-08T01:53:41+02:00,911.833,11.494,completed,gpt-5.6-sol,xhigh,,c3d79d5e9ef532d3c946cc302000fe66932a0dba56aec91d1d96e4b5ffea9b20,
01a07e53-0a95-7060-bec0-8778c84da423,/root/p1_04_05_c1_ci,shared C1,01a07e53-0bab-7ac0-8cec-6c379456f007,2026-09-08T00:02:46Z,2026-09-08T02:02:46+02:00,2026-09-08T00:05:40Z,2026-09-08T02:05:40+02:00,173.413,4.241,completed,gpt-5.6-luna,low,,50e8a52320d5dc791a5aac79fd1070d8a1fcc791086039f295708b2ea9c46875,
01a07e59-31ba-7001-b66d-128cdce3366e,/root/p1_04_05_c2_writer,shared C2,01a07e59-32c0-7f01-be55-41832f253517,2026-09-08T00:09:30Z,2026-09-08T02:09:30+02:00,2026-09-08T00:18:17Z,2026-09-08T02:18:17+02:00,527.186,4.499,completed,gpt-5.6-terra,high,,a3c25da2c97a1bb1380ccfda1e53e4d16db99bc0dcd6d5d4750934657fed343d,
01a07e59-31ba-7001-b66d-128cdce3366e,/root/p1_04_05_c2_writer,shared C2,01a07e62-f098-75e3-b723-afbd552cbd67,2026-09-08T00:20:08Z,2026-09-08T02:20:08+02:00,2026-09-08T00:22:34Z,2026-09-08T02:22:34+02:00,145.678,2.737,completed,gpt-5.6-terra,high,,,
01a07e59-31ba-7001-b66d-128cdce3366e,/root/p1_04_05_c2_writer,shared C2,01a07fc2-36be-76f0-a985-9c5ea9c8fc34,2026-09-08T06:43:49Z,2026-09-08T08:43:49+02:00,2026-09-08T06:44:27Z,2026-09-08T08:44:27+02:00,38.255,14.004,completed,gpt-5.6-terra,high,,446bd74414ce27eb9dd8e3b18a9ad751e4ec2b696aa63a01f57ad98581f21128,
01a07e59-31ba-7001-b66d-128cdce3366e,/root/p1_04_05_c2_writer,shared C2,01a07fc3-13d4-7692-974f-fb16e2a66601,2026-09-08T06:44:46Z,2026-09-08T08:44:46+02:00,2026-09-08T06:46:12Z,2026-09-08T08:46:12+02:00,86.309,3.965,completed,gpt-5.6-terra,high,,f44588c2070443e762cd8e36ac4ef6147cf23267093b6e3bfb0ec399a345085b,
01a07e59-31ba-7001-b66d-128cdce3366e,/root/p1_04_05_c2_writer,shared C2,01a07fc4-f8a8-78b3-a657-0870d41188a2,2026-09-08T06:46:50Z,2026-09-08T08:46:50+02:00,2026-09-08T06:47:59Z,2026-09-08T08:47:59+02:00,69.054,3.007,completed,gpt-5.6-terra,high,,678955613682fb987fbeb79af347b39a059d179b147a9da34e97fd099cd16147,
01a07e59-31ba-7001-b66d-128cdce3366e,/root/p1_04_05_c2_writer,shared C2,01a07fc6-5c82-7362-9063-277e8401fc1e,2026-09-08T06:48:21Z,2026-09-08T08:48:21+02:00,2026-09-08T06:49:49Z,2026-09-08T08:49:49+02:00,87.89,2.492,completed,gpt-5.6-terra,high,,e11d5049a7b172e4f92e235a1cddc77eb8332eaf0618be9db8ad365249dd0072,
01a07fca-3120-72e3-94cc-3c645def7312,/root/p1_04_05_c2_incremental_review,P1-04,01a07fca-3263-7c33-a769-2ab3234bee6d,2026-09-08T06:52:32Z,2026-09-08T08:52:32+02:00,2026-09-08T07:11:05Z,2026-09-08T09:11:05+02:00,1113.238,7.952,completed,gpt-5.6-sol,xhigh,,0b0d19208b75512c854983397bd905c070f191d380171c523eca2cf1d9a0e5da,
01a07fde-efdc-7eb3-8fdd-ddcda82726c6,/root/p1_04_05_c2_url_spec_diagnosis,shared C2,01a07fde-f0ed-7062-a812-840e20735200,2026-09-08T07:15:12Z,2026-09-08T09:15:12+02:00,2026-09-08T07:30:02Z,2026-09-08T09:30:02+02:00,890.43,5.821,completed,gpt-5.6-sol,high,,885d56bd8a34d254b03b7dc822bcb0124750a61aa2b42fb30172e476c3309679,
01a081b9-05ae-7402-96ad-653d4b90d461,/root/p1_04_05_c2_metadata_research,shared C2,01a081b9-06c6-71a1-a168-3dd603e089f0,2026-09-08T15:53:01Z,2026-09-08T17:53:01+02:00,2026-09-08T16:06:04Z,2026-09-08T18:06:04+02:00,783.03,10.905,completed,gpt-5.6-sol,high,,18338e165e90db73c74efee66b3960748a6d60eed217833c6dfddae9466bb537,
01a081d0-bfc7-7c62-b71a-0143d2f35601,/root/recovery_refreeze_review,shared recovery contracts,01a081d0-c0e5-7aa0-a62d-0d571143c8e0,2026-09-08T16:18:56Z,2026-09-08T18:18:56+02:00,2026-09-08T16:25:45Z,2026-09-08T18:25:45+02:00,408.606,5.078,completed,gpt-5.6-sol,xhigh,,b44067782de57cee8913b174589cdb6929bf7ec18f3a91260f31ddf45cf87a46,
01a081d0-bfc7-7c62-b71a-0143d2f35601,/root/recovery_refreeze_review,shared recovery contracts,01a081d9-29de-7973-8dcf-14ab848206c5,2026-09-08T16:28:08Z,2026-09-08T18:28:08+02:00,2026-09-08T16:29:45Z,2026-09-08T18:29:45+02:00,97.578,4.623,completed,gpt-5.6-sol,xhigh,,fe9ab2de98df3aa333d29f1ee02bb47b9e91b5cd6a4deecd4e5efb1077f46e3a,
01a081f0-71a4-77c1-912c-a3d8febaa5ba,/root/p1_04_05_s1_contract_writer,shared recovery contracts,01a081f0-72b2-72d2-bb1f-ac610532dedb,2026-09-08T16:53:34Z,2026-09-08T18:53:34+02:00,2026-09-08T17:02:55Z,2026-09-08T19:02:55+02:00,561.947,3.75,completed,gpt-5.6-terra,high,,319bb6449c48d7a6ae7dffcd310e64be6eb87ee7ce8d6c4695c5af74928821e4,
01a081f0-71a4-77c1-912c-a3d8febaa5ba,/root/p1_04_05_s1_contract_writer,shared recovery contracts,01a08205-2a54-7841-9efb-2bb382a91a04,2026-09-08T17:16:11Z,2026-09-08T19:16:11+02:00,2026-09-08T17:21:27Z,2026-09-08T19:21:27+02:00,315.614,2.713,completed,gpt-5.6-terra,high,,9c5b3f4425a0b10044ffbe6a5387ed034b89804721f7adb772a73aaaa7df21fb,
01a081fa-26d9-71a1-bf69-38fd448c4744,/root/p1_04_05_s1_spec_review,shared recovery contracts,01a081fa-27e9-78e2-a22e-778336e03fa9,2026-09-08T17:04:10Z,2026-09-08T19:04:10+02:00,2026-09-08T17:15:47Z,2026-09-08T19:15:47+02:00,696.884,6.726,completed,gpt-5.6-sol,xhigh,,fc62b9f75ec93860917fd9d982507c7767c2495f52e1e722062e38ade8d51a4a,
01a081fa-26d9-71a1-bf69-38fd448c4744,/root/p1_04_05_s1_spec_review,shared recovery contracts,01a0820a-5750-7260-a354-b2b5de0ce9b7,2026-09-08T17:21:50Z,2026-09-08T19:21:50+02:00,2026-09-08T17:24:30Z,2026-09-08T19:24:30+02:00,159.637,6.945,completed,gpt-5.6-sol,xhigh,,5fef95f85bff359f36cb94e556ee874d1dfd09d039cafa8f1c3e06ebbece6207,
01a08212-5412-7842-bb79-7e42bb968cc7,/root/p1_04_05_s1_ci,shared recovery contracts,01a08212-5518-7a62-8b1e-f5d176da5508,2026-09-08T17:30:34Z,2026-09-08T19:30:34+02:00,2026-09-08T17:34:03Z,2026-09-08T19:34:03+02:00,208.449,3.349,completed,gpt-5.6-luna,low,,522dc2557d4fafb529a13388cf40cd738cd634e9dd37525834222669dc5400c2,
01a08218-df4c-78d0-afab-6dd1eb1e4604,/root/p1_04_05_c2_correction_writer,shared C2,01a08218-e051-79b0-aaa7-c29c4137f5a7,2026-09-08T17:37:43Z,2026-09-08T19:37:43+02:00,2026-09-08T17:47:13Z,2026-09-08T19:47:13+02:00,570.005,3.845,completed,gpt-5.6-terra,high,,7c58a6b76497ca4361e1fa3221b2e02637070a4b7ad673372cfb575ed27baf88,
01a08218-df4c-78d0-afab-6dd1eb1e4604,/root/p1_04_05_c2_correction_writer,shared C2,01a0824a-6fc5-7081-a962-ebb8de4a0535,2026-09-08T18:31:51Z,2026-09-08T20:31:51+02:00,2026-09-08T18:32:50Z,2026-09-08T20:32:50+02:00,59.331,4.706,completed,gpt-5.6-terra,high,,e56ec88b5e8b13e12b07f0fded9b85809b3f59549b26d52990b1baac7751b7df,
01a08218-df4c-78d0-afab-6dd1eb1e4604,/root/p1_04_05_c2_correction_writer,P1-04,01a0824c-fe63-7280-a182-7ff0207ba1cc,2026-09-08T18:34:39Z,2026-09-08T20:34:39+02:00,2026-09-08T18:35:36Z,2026-09-08T20:35:36+02:00,57.013,6.457,completed,gpt-5.6-terra,high,,7993299b962545ea26ff8763debc5ebddbf928b5b8b6a8f54a75d02dbdb2acdc,
01a08218-df4c-78d0-afab-6dd1eb1e4604,/root/p1_04_05_c2_correction_writer,shared C2,01a0824f-38bd-7fc2-8fb8-776903412d45,2026-09-08T18:37:05Z,2026-09-08T20:37:05+02:00,2026-09-08T18:37:59Z,2026-09-08T20:37:59+02:00,54.652,3.861,completed,gpt-5.6-terra,high,,8e280320218a204edc872953b80d5e425b4b2830e45fa4cf6a00ac0f95dda423,
01a08218-df4c-78d0-afab-6dd1eb1e4604,/root/p1_04_05_c2_correction_writer,shared C2,01a08251-77f3-79a1-b358-da6b2f747ff5,2026-09-08T18:39:32Z,2026-09-08T20:39:32+02:00,2026-09-08T18:40:22Z,2026-09-08T20:40:22+02:00,50.544,3.873,completed,gpt-5.6-terra,high,,2e39165e47484078ffd978d4837ded293513ce7fcdfd4ec4286cb653a9187726,
01a08218-df4c-78d0-afab-6dd1eb1e4604,/root/p1_04_05_c2_correction_writer,shared C2,01a08253-76ea-75f0-bf70-c1105a11a58d,2026-09-08T18:41:43Z,2026-09-08T20:41:43+02:00,2026-09-08T18:42:12Z,2026-09-08T20:42:12+02:00,29.359,2.518,completed,gpt-5.6-terra,high,,ae52cc6a63f302f3124b1179b1f712d7bfbe79faa65aae3118048a49df3146a5,
01a08218-df4c-78d0-afab-6dd1eb1e4604,/root/p1_04_05_c2_correction_writer,shared C2,01a08255-40a7-7a32-88f6-9f032e54e543,2026-09-08T18:43:40Z,2026-09-08T20:43:40+02:00,2026-09-08T18:54:16Z,2026-09-08T20:54:16+02:00,636.656,1.631,completed,gpt-5.6-terra,high,,becad6779108f69597a431387bd029263521377902c7cabc94dc00ed5239768d,
01a08218-df4c-78d0-afab-6dd1eb1e4604,/root/p1_04_05_c2_correction_writer,shared C2,01a0826d-3dc2-7203-b508-a339f7daa07d,2026-09-08T19:09:52Z,2026-09-08T21:09:52+02:00,2026-09-08T19:14:35Z,2026-09-08T21:14:35+02:00,283.337,3.188,completed,gpt-5.6-terra,high,,06c04e8ac3d8e51859be9fa22ef6eb16289796d79962a816db1b73355a04bbfb,
01a08218-df4c-78d0-afab-6dd1eb1e4604,/root/p1_04_05_c2_correction_writer,shared C2,01a08273-4118-7e10-9e74-a97b7e4cd14f,2026-09-08T19:16:26Z,2026-09-08T21:16:26+02:00,2026-09-08T19:20:23Z,2026-09-08T21:20:23+02:00,237.253,5.008,completed,gpt-5.6-terra,high,,8fb7ebd41f7f0b3016ea8355e55f79c641b8cc7689be36270f859c3928bb3813,
01a08224-c71d-7fd2-b350-806c4d76ae06,/root/p1_04_05_c2_scope_diagnosis,P1-04,01a08224-c82b-7851-b1ec-b5dc5d8b2145,2026-09-08T17:50:43Z,2026-09-08T19:50:43+02:00,2026-09-08T17:52:18Z,2026-09-08T19:52:18+02:00,95.203,3.448,completed,gpt-5.6-terra,medium,,7842b56d939c503a52333d8d1ddf5b04f4b1dbbb8f2fef03014ce3884151b7d7,
01a08229-9451-7b30-8bf3-7beeb7bca377,/root/p1_04_05_c2_scope_writer,P1-04,01a08229-955b-73f1-b0e1-557125cef896,2026-09-08T17:55:58Z,2026-09-08T19:55:58+02:00,2026-09-08T17:57:40Z,2026-09-08T19:57:40+02:00,102.073,4.214,completed,gpt-5.6-terra,medium,,0eabeabc717e4d8206f7c1f97c0bd779ccefa59fe25d70c3eb5e6b5b3cf58a80,
01a0822b-b4b6-7c60-bdad-a7938d374391,/root/p1_04_05_c2_scope_review,P1-04,01a0822b-b5c0-7cc1-856b-a1d2cf0e0cd1,2026-09-08T17:58:17Z,2026-09-08T19:58:17+02:00,2026-09-08T18:03:48Z,2026-09-08T20:03:48+02:00,330.517,8.097,completed,gpt-5.6-sol,xhigh,,f4fccd86f57c32f2572c52df626e8cd41018aa8f66eb12b7b14b10403934e3ea,
01a0823b-8341-7a22-bd8b-f6bc7774555f,/root/s2_cold_refreeze_review,shared recovery contracts,01a0823b-8449-7dd1-99d7-5f0db19a9c3d,2026-09-08T18:15:33Z,2026-09-08T20:15:33+02:00,2026-09-08T18:23:50Z,2026-09-08T20:23:50+02:00,497.012,7.103,completed,gpt-5.6-sol,xhigh,,450457bae4b296e2520306ea9900886b8c96d3b2ae202ce1ff9a1a2b349e9c5d,
01a08245-dd4e-7413-9ee2-f226e67b0464,/root/p1_04_05_s2_ci,shared recovery contracts,01a08245-de66-7c81-8dde-1a67000657db,2026-09-08T18:26:52Z,2026-09-08T20:26:52+02:00,2026-09-08T18:30:04Z,2026-09-08T20:30:04+02:00,192.299,3.956,completed,gpt-5.6-luna,low,,4a70d4132131fb288a3fa2bc83824a41170ba11adf5a75d4cb1306d3c5a6cae9,
01a08261-a721-7371-a629-244b8c7c71f2,/root/c2_correction3_diagnosis,shared C2,01a08261-a830-7b93-bb56-c918d808ddfb,2026-09-08T18:57:13Z,2026-09-08T20:57:13+02:00,2026-09-08T19:08:08Z,2026-09-08T21:08:08+02:00,654.829,8.112,completed,gpt-5.6-sol,high,,fbd136df3dff51ec262c61370026e5769762fe74930cdb6d0c3a8db03d184471,
01a08279-566b-7b32-b497-fb548ee108ca,/root/c2_limit_diagnosis,P1-04,01a08279-5764-7bb2-aa39-1d237f99e4b6,2026-09-08T19:23:05Z,2026-09-08T21:23:05+02:00,2026-09-08T19:32:21Z,2026-09-08T21:32:21+02:00,555.732,6.639,completed,gpt-5.6-sol,high,,46c1164a6aa2af8fd4771c7a8030887dc741d43ab1fbac46277ced7258601957,
01a08283-dc79-7a43-8bb4-90f575ed80ba,/root/c2_verification_finisher,shared C2,01a08283-dd6e-7e72-a221-86610311fce2,2026-09-08T19:34:35Z,2026-09-08T21:34:35+02:00,2026-09-08T19:38:17Z,2026-09-08T21:38:17+02:00,222.155,3.313,completed,gpt-5.6-terra,medium,,c5e21350ce2bd29c9ea4747d2e678cf8aeeb40349f6c252b93d57e46f4c2e803,
01a08283-dc79-7a43-8bb4-90f575ed80ba,/root/c2_verification_finisher,shared C2,01a08288-dd48-7710-a91f-6b37f6abc84e,2026-09-08T19:40:02Z,2026-09-08T21:40:02+02:00,2026-09-08T19:50:44Z,2026-09-08T21:50:44+02:00,641.33,7.488,completed,gpt-5.6-terra,medium,,b167627a849cc6eb280acd1a1b10d0780dc4048ab5927a4bad3e6a91ea947999,
01a08295-121c-71e3-9179-4c7d5899b71e,/root/c2_incremental_review_fresh,P1-04,01a08295-1367-79f3-b158-84803baefdf8,2026-09-08T19:53:23Z,2026-09-08T21:53:23+02:00,2026-09-08T20:05:47Z,2026-09-08T22:05:47+02:00,744.428,8.972,completed,gpt-5.6-sol,xhigh,,1f8f3a9459e547673ea1dad68ce62e089db74da5a7322563b628683a15d861d0,
01a082a2-8cae-7f31-a005-015242cd4e5c,/root/c2_review_findings_diagnosis,P1-04,01a082a2-8dad-7601-9647-6606999ee359,2026-09-08T20:08:06Z,2026-09-08T22:08:06+02:00,2026-09-08T20:18:24Z,2026-09-08T22:18:24+02:00,618.438,6.166,completed,gpt-5.6-sol,high,,ffb67fb29b546a2bd9daf68aa7f696aa7b7f6b9c48126610e0331594d3452f46,
01a082ad-fb46-7153-b332-e7160146b377,/root/c2_transition_architecture,shared C2,01a082ad-fc3d-7ed1-8272-d581cea19467,2026-09-08T20:20:35Z,2026-09-08T22:20:35+02:00,2026-09-08T20:24:27Z,2026-09-08T22:24:27+02:00,231.538,4.383,completed,gpt-6-astra,high,,5d01bfe02ce5c91827ecf1b86c2ee773483bd733297b0ce6a4cb60616121782a,
01a082b3-264d-7982-bb99-d03ab5a2fd63,/root/c2_transition_spec_review,shared C2,01a082b3-274e-7c00-8a49-a8bf075f9ed4,2026-09-08T20:26:14Z,2026-09-08T22:26:14+02:00,2026-09-08T20:34:00Z,2026-09-08T22:34:00+02:00,466.51,10.324,completed,gpt-5.6-sol,xhigh,,50aad9e113125d6b2fd9c9b73e02f45ba76de1b8055dc6d2610156a7c761e545,
01a082bd-6d3a-7b61-a35b-866c48026294,/root/s3_transition_contract_writer,shared recovery contracts,01a082bd-6e3e-74d1-b866-74a2bf5bb704,2026-09-08T20:37:27Z,2026-09-08T22:37:27+02:00,2026-09-08T20:44:50Z,2026-09-08T22:44:50+02:00,442.954,4.409,completed,gpt-5.6-terra,high,,2f334353358ea7ad6de58990ecd75e21239214a5199be4de370001773b955976,
01a082bd-6d3a-7b61-a35b-866c48026294,/root/s3_transition_contract_writer,P1-04,01a082d2-1518-7380-86a0-46b393065a8e,2026-09-08T21:00:01Z,2026-09-08T23:00:01+02:00,2026-09-08T21:01:27Z,2026-09-08T23:01:27+02:00,86.632,3.071,completed,gpt-5.6-terra,high,,12ec2d7ce815d98a3181eaedb949a83f8ed5b3759c69e3847ba7277235ef255c,
01a082c9-e680-7731-a733-e117b97df247,/root/s3_tracked_spec_review,P1-04,01a082c9-e78f-72c3-a626-ea7befc7abca,2026-09-08T20:51:05Z,2026-09-08T22:51:05+02:00,2026-09-08T20:56:56Z,2026-09-08T22:56:56+02:00,351.051,7.143,completed,gpt-5.6-sol,xhigh,,311e1db65a27704de517c7a253786e406093497e2ed1fb3006639a74e94c57b6,
