thread_id,agent_path,role,call_id,started_at,completed_at,elapsed_seconds,reported_wall_seconds,nested_tools,tool_class,patch_target_class,patch_targets
01a06e72-0c2f-76a3-8d2b-d48f9131a1d5,/root,root,call_QQfYuVOthUSMjCSCHcHnAlMw,2026-09-04T22:20:01.152Z,2026-09-04T22:20:03.867Z,2.715,2.6,exec_command,read-search,,
01a06e72-0c2f-76a3-8d2b-d48f9131a1d5,/root,root,call_7z8AvhqjHdnClFsQSyotOjok,2026-09-04T22:20:55.157Z,2026-09-04T22:20:56.571Z,1.414,1.4,apply_patch,patch,orchestration-ledger,%USERPROFILE%/source/repos/ehonda/KicktippAi/.tmp/orchestration/01a06e72-0c2f-76a3-8d2b-d48f9131a1d5/preview.md;%USERPROFILE%/source/repos/ehonda/KicktippAi/.tmp/orchestration/01a06e72-0c2f-76a3-8d2b-d48f9131a1d5/state.md
01a06e72-0c2f-76a3-8d2b-d48f9131a1d5,/root,root,call_GlqSwl1LButOhPt6KYvk8sdY,2026-09-04T22:24:04.717Z,2026-09-04T22:24:11.308Z,6.591,6.6,apply_patch,patch,orchestration-ledger,%USERPROFILE%/source/repos/ehonda/KicktippAi/.tmp/orchestration/01a06e72-0c2f-76a3-8d2b-d48f9131a1d5/preview.md;%USERPROFILE%/source/repos/ehonda/KicktippAi/.tmp/orchestration/01a06e72-0c2f-76a3-8d2b-d48f9131a1d5/state.md
01a06e72-0c2f-76a3-8d2b-d48f9131a1d5,/root,root,call_UUdqRyxvwIfFDol9bZIGc4wi,2026-09-04T22:24:43.652Z,2026-09-04T22:24:48.080Z,4.428,1.7,apply_patch,patch,orchestration-ledger,%USERPROFILE%/source/repos/ehonda/KicktippAi/.tmp/orchestration/01a06e72-0c2f-76a3-8d2b-d48f9131a1d5/preview.md;%USERPROFILE%/source/repos/ehonda/KicktippAi/.tmp/orchestration/01a06e72-0c2f-76a3-8d2b-d48f9131a1d5/state.md
01a06e72-0c2f-76a3-8d2b-d48f9131a1d5,/root,root,call_0RgotuXv0BAFmVVKU8tspVOM,2026-09-04T22:28:24.697Z,2026-09-04T22:28:26.322Z,1.625,1.6,apply_patch,patch,orchestration-ledger,%USERPROFILE%/source/repos/ehonda/KicktippAi/.tmp/orchestration/01a06e72-0c2f-76a3-8d2b-d48f9131a1d5/preview.md;%USERPROFILE%/source/repos/ehonda/KicktippAi/.tmp/orchestration/01a06e72-0c2f-76a3-8d2b-d48f9131a1d5/state.md
01a06e72-0c2f-76a3-8d2b-d48f9131a1d5,/root,root,call_A7o1EfMJCP0kHwiJPVH4bl8x,2026-09-04T22:28:33.597Z,2026-09-04T22:28:37.418Z,3.821,3.8,exec_command,git-release,,
01a06e72-0c2f-76a3-8d2b-d48f9131a1d5,/root,root,call_N0jKrccvg8KXkJg3Qwh7lcDN,2026-09-04T22:29:40.745Z,2026-09-04T22:29:41.922Z,1.177,1.2,apply_patch,patch,orchestration-ledger,%USERPROFILE%/source/repos/ehonda/KicktippAi/.tmp/orchestration/01a06e72-0c2f-76a3-8d2b-d48f9131a1d5/preview.md;%USERPROFILE%/source/repos/ehonda/KicktippAi/.tmp/orchestration/01a06e72-0c2f-76a3-8d2b-d48f9131a1d5/state.md
01a06e72-0c2f-76a3-8d2b-d48f9131a1d5,/root,root,call_H73mXFDPG5Ktse5vVgE83iaW,2026-09-04T22:34:35.660Z,2026-09-04T22:34:36.170Z,0.51,0.5,apply_patch,patch,repository-or-other,%USERPROFILE%/source/repos/ehonda/KicktippAi/.tmp/orchestration/01a06e72-0c2f-76a3-8d2b-d48f9131a1d5/restoration-spec.md
01a06e72-0c2f-76a3-8d2b-d48f9131a1d5,/root,root,call_3lC6XhJdEPlvBkez6DXAAjLz,2026-09-04T22:35:21.476Z,2026-09-04T22:35:22.983Z,1.507,1.5,apply_patch,patch,orchestration-ledger,%USERPROFILE%/source/repos/ehonda/KicktippAi/.tmp/orchestration/01a06e72-0c2f-76a3-8d2b-d48f9131a1d5/preview.md;%USERPROFILE%/source/repos/ehonda/KicktippAi/.tmp/orchestration/01a06e72-0c2f-76a3-8d2b-d48f9131a1d5/state.md
01a06e72-0c2f-76a3-8d2b-d48f9131a1d5,/root,root,call_JF4sSwnXHHEoZ5rAbz9encyR,2026-09-04T22:36:42.324Z,2026-09-04T22:36:44.716Z,2.392,2.4,apply_patch,patch,orchestration-ledger,%USERPROFILE%/source/repos/ehonda/KicktippAi/.tmp/orchestration/01a06e72-0c2f-76a3-8d2b-d48f9131a1d5/preview.md;%USERPROFILE%/source/repos/ehonda/KicktippAi/.tmp/orchestration/01a06e72-0c2f-76a3-8d2b-d48f9131a1d5/state.md
01a06e72-0c2f-76a3-8d2b-d48f9131a1d5,/root,root,call_Zh6GnRt8hdCJF3tWsL7hIGpo,2026-09-04T22:37:15.489Z,2026-09-04T22:37:18.890Z,3.401,3.2,exec_command,read-search,,
01a06e72-0c2f-76a3-8d2b-d48f9131a1d5,/root,root,call_yYwknJy9Zsar2eTJQwNjtya8,2026-09-04T22:37:24.107Z,2026-09-04T22:37:27.160Z,3.053,2.8,exec_command,read-search,,
01a06e72-0c2f-76a3-8d2b-d48f9131a1d5,/root,root,call_iMWmmRDh2hfQwThw95epicIW,2026-09-04T22:38:15.912Z,2026-09-04T22:38:23.807Z,7.895,7.9,exec_command,resource-admission,,
01a06e72-0c2f-76a3-8d2b-d48f9131a1d5,/root,root,call_YnP6GQ839Dt8riVWyYG2ZGG6,2026-09-04T22:38:36.444Z,2026-09-04T22:38:37.176Z,0.732,0.7,apply_patch,patch,orchestration-ledger,%USERPROFILE%/source/repos/ehonda/KicktippAi/.tmp/orchestration/01a06e72-0c2f-76a3-8d2b-d48f9131a1d5/state.md
01a06e72-0c2f-76a3-8d2b-d48f9131a1d5,/root,root,call_lHWj3q7UzM0h5dnpP63f2AGn,2026-09-04T22:39:41.498Z,2026-09-04T22:39:54.601Z,13.103,13.1,apply_patch;exec_command,patch,orchestration-preview,%USERPROFILE%/source/repos/ehonda/KicktippAi/.tmp/orchestration/01a06e72-0c2f-76a3-8d2b-d48f9131a1d5/restoration-spec.md;%USERPROFILE%/source/repos/ehonda/KicktippAi/.tmp/orchestration/01a06e72-0c2f-76a3-8d2b-d48f9131a1d5/preview.md
01a06e72-0c2f-76a3-8d2b-d48f9131a1d5,/root,root,call_kqWyAVkWkyrOvBCobOcQojWD,2026-09-04T22:40:35.252Z,2026-09-04T22:40:42.337Z,7.085,6.8,apply_patch;exec_command,patch,orchestration-ledger,%USERPROFILE%/source/repos/ehonda/KicktippAi/.tmp/orchestration/01a06e72-0c2f-76a3-8d2b-d48f9131a1d5/restoration-spec.md;%USERPROFILE%/source/repos/ehonda/KicktippAi/.tmp/orchestration/01a06e72-0c2f-76a3-8d2b-d48f9131a1d5/state.md
01a06e72-0c2f-76a3-8d2b-d48f9131a1d5,/root,root,call_yKuOxqAmt35vaIW4246apdh5,2026-09-04T22:41:41.877Z,2026-09-04T22:41:56.222Z,14.345,14.3,exec_command;apply_patch,resource-admission,orchestration-ledger,%USERPROFILE%/source/repos/ehonda/KicktippAi/.tmp/orchestration/01a06e72-0c2f-76a3-8d2b-d48f9131a1d5/state.md
01a06e72-0c2f-76a3-8d2b-d48f9131a1d5,/root,root,call_XOL6A8NWsE42aAt89ReHiNNS,2026-09-04T22:42:50.731Z,2026-09-04T22:42:51.723Z,0.992,1.0,apply_patch,patch,orchestration-ledger,%USERPROFILE%/source/repos/ehonda/KicktippAi/.tmp/orchestration/01a06e72-0c2f-76a3-8d2b-d48f9131a1d5/state.md
01a06e72-0c2f-76a3-8d2b-d48f9131a1d5,/root,root,call_QZNlDIRbD5vhi3chzMVm3phL,2026-09-04T22:42:56.342Z,2026-09-04T22:43:08.927Z,12.585,12.6,exec_command,resource-admission,,
01a06e72-0c2f-76a3-8d2b-d48f9131a1d5,/root,root,call_Ya4RZjivYH80KgLoXo0a4I3P,2026-09-04T22:43:23.009Z,2026-09-04T22:43:26.955Z,3.946,3.9,apply_patch,patch,orchestration-ledger,%USERPROFILE%/source/repos/ehonda/KicktippAi/.tmp/orchestration/01a06e72-0c2f-76a3-8d2b-d48f9131a1d5/state.md
01a06e72-0c2f-76a3-8d2b-d48f9131a1d5,/root,root,call_EvR4lnDDXRgqEnS120S3BCPY,2026-09-04T22:44:53.595Z,2026-09-04T22:45:00.029Z,6.434,6.3,apply_patch,patch,orchestration-ledger,%USERPROFILE%/source/repos/ehonda/KicktippAi/.tmp/orchestration/01a06e72-0c2f-76a3-8d2b-d48f9131a1d5/restoration-spec.md;%USERPROFILE%/source/repos/ehonda/KicktippAi/.tmp/orchestration/01a06e72-0c2f-76a3-8d2b-d48f9131a1d5/state.md
01a06e72-0c2f-76a3-8d2b-d48f9131a1d5,/root,root,call_1I6ZWJ8QTpwWKy3aL3khh5i3,2026-09-04T22:46:17.977Z,2026-09-04T22:46:23.626Z,5.649,5.6,apply_patch,patch,orchestration-ledger,%USERPROFILE%/source/repos/ehonda/KicktippAi/.tmp/orchestration/01a06e72-0c2f-76a3-8d2b-d48f9131a1d5/preview.md;%USERPROFILE%/source/repos/ehonda/KicktippAi/.tmp/orchestration/01a06e72-0c2f-76a3-8d2b-d48f9131a1d5/state.md
01a06e72-0c2f-76a3-8d2b-d48f9131a1d5,/root,root,call_u6ew71519cvfGlfiatqgBaBR,2026-09-04T22:47:34.873Z,2026-09-04T22:47:36.628Z,1.755,1.7,apply_patch,patch,orchestration-ledger,%USERPROFILE%/source/repos/ehonda/KicktippAi/.tmp/orchestration/01a06e72-0c2f-76a3-8d2b-d48f9131a1d5/state.md
01a06e72-0c2f-76a3-8d2b-d48f9131a1d5,/root,root,call_79AQ6WcKNDVq9cpP2NUSn2xD,2026-09-04T22:47:41.576Z,2026-09-04T22:47:49.779Z,8.203,8.1,exec_command,resource-admission,,
01a06e72-0c2f-76a3-8d2b-d48f9131a1d5,/root,root,call_tx5ygy8T9su0TngYEJBma6cb,2026-09-04T22:48:43.066Z,2026-09-04T22:48:46.135Z,3.069,3.0,apply_patch,patch,orchestration-ledger,%USERPROFILE%/source/repos/ehonda/KicktippAi/.tmp/orchestration/01a06e72-0c2f-76a3-8d2b-d48f9131a1d5/state.md
01a06e72-0c2f-76a3-8d2b-d48f9131a1d5,/root,root,call_wG8RZ8u5YfBfiM5QCh7aLshm,2026-09-04T22:49:47.246Z,2026-09-04T22:49:48.564Z,1.318,1.3,exec_command,resource-admission,,
01a06e72-0c2f-76a3-8d2b-d48f9131a1d5,/root,root,call_6xFQPMMmtzHgsZ1aaO3d3Uvf,2026-09-04T22:50:12.483Z,2026-09-04T22:50:15.208Z,2.725,2.7,apply_patch,patch,orchestration-ledger,%USERPROFILE%/source/repos/ehonda/KicktippAi/.tmp/orchestration/01a06e72-0c2f-76a3-8d2b-d48f9131a1d5/restoration-spec.md;%USERPROFILE%/source/repos/ehonda/KicktippAi/.tmp/orchestration/01a06e72-0c2f-76a3-8d2b-d48f9131a1d5/state.md
01a06e72-0c2f-76a3-8d2b-d48f9131a1d5,/root,root,call_08ba4BI2vRwDcII0chuACqFl,2026-09-04T22:51:04.063Z,2026-09-04T22:51:08.368Z,4.305,4.0,exec_command,read-search,,
01a06e72-0c2f-76a3-8d2b-d48f9131a1d5,/root,root,call_Y3CMli5oOcCug9aOzKP83oF2,2026-09-04T22:52:19.297Z,2026-09-04T22:52:28.572Z,9.275,9.2,exec_command;exec_command;apply_patch,patch,repository-or-other,"""+p+"""
01a06e72-0c2f-76a3-8d2b-d48f9131a1d5,/root,root,call_0nIK6VKGWKC6hQhi4XMtl32j,2026-09-04T22:52:59.094Z,2026-09-04T22:53:00.143Z,1.049,1.0,exec_command,resource-admission,,
01a06e72-0c2f-76a3-8d2b-d48f9131a1d5,/root,root,call_vR8XYGE5dbQ5lb7GzBOoH0KX,2026-09-04T22:53:51.979Z,2026-09-04T22:53:52.773Z,0.794,0.8,apply_patch,patch,orchestration-ledger,%USERPROFILE%/source/repos/ehonda/KicktippAi/.tmp/orchestration/01a06e72-0c2f-76a3-8d2b-d48f9131a1d5/state.md
01a06e72-0c2f-76a3-8d2b-d48f9131a1d5,/root,root,call_ErCwcaCLBHpl0VaqugxOuiap,2026-09-04T22:54:54.968Z,2026-09-04T22:55:00.447Z,5.479,5.2,exec_command;apply_patch,patch,repository-or-other,%USERPROFILE%/source/repos/ehonda/KicktippAi/.tmp/orchestration/01a06e72-0c2f-76a3-8d2b-d48f9131a1d5/restoration-spec.md
01a06e72-0c2f-76a3-8d2b-d48f9131a1d5,/root,root,call_GTQZ6yYXdoJckxN5ZPn5NMX2,2026-09-04T22:56:35.410Z,2026-09-04T22:56:38.068Z,2.658,2.6,apply_patch,patch,orchestration-ledger,%USERPROFILE%/source/repos/ehonda/KicktippAi/.tmp/orchestration/01a06e72-0c2f-76a3-8d2b-d48f9131a1d5/restoration-spec.md;%USERPROFILE%/source/repos/ehonda/KicktippAi/.tmp/orchestration/01a06e72-0c2f-76a3-8d2b-d48f9131a1d5/state.md
01a06e72-0c2f-76a3-8d2b-d48f9131a1d5,/root,root,call_ggzG622ni98bSxK86wfrkyLC,2026-09-04T22:57:31.960Z,2026-09-04T22:57:38.840Z,6.88,6.5,exec_command,read-search,,
01a06e72-0c2f-76a3-8d2b-d48f9131a1d5,/root,root,call_k96wRYl1dJIGn2lmU3y1BTr9,2026-09-04T22:59:35.943Z,2026-09-04T22:59:42.762Z,6.819,6.8,exec_command,git-read,,
01a06e72-0c2f-76a3-8d2b-d48f9131a1d5,/root,root,call_FVapxDNj41xtlEu1OgW4t4Jd,2026-09-04T22:59:55.912Z,2026-09-04T23:00:02.142Z,6.23,5.9,exec_command,read-search,,
01a06e72-0c2f-76a3-8d2b-d48f9131a1d5,/root,root,call_Yfyt8oXSGyS7vBadgnQS5GnY,2026-09-04T23:00:21.793Z,2026-09-04T23:00:23.347Z,1.554,1.5,exec_command,resource-admission,,
01a06e72-0c2f-76a3-8d2b-d48f9131a1d5,/root,root,call_NespwxOQ8jgWOTifJ3Fyrqu6,2026-09-04T23:00:38.259Z,2026-09-04T23:00:39.037Z,0.778,0.8,apply_patch,patch,orchestration-ledger,%USERPROFILE%/source/repos/ehonda/KicktippAi/.tmp/orchestration/01a06e72-0c2f-76a3-8d2b-d48f9131a1d5/state.md
01a06e72-0c2f-76a3-8d2b-d48f9131a1d5,/root,root,call_cPQef2odZROS1CsbwCSYMdGE,2026-09-04T23:02:25.257Z,2026-09-04T23:02:31.061Z,5.804,5.8,exec_command,exec_command,,
01a06e72-0c2f-76a3-8d2b-d48f9131a1d5,/root,root,call_eprZXogOYGtkI40QwOrWRSyU,2026-09-04T23:03:51.354Z,2026-09-04T23:04:06.775Z,15.421,15.0,exec_command;apply_patch,patch,orchestration-ledger,.tmp/orchestration/01a06e72-0c2f-76a3-8d2b-d48f9131a1d5/state.md
01a06e72-0c2f-76a3-8d2b-d48f9131a1d5,/root,root,call_ctWXSw22AHCgIwIBS5V0OIc4,2026-09-04T23:07:10.980Z,2026-09-04T23:07:13.059Z,2.079,2.0,exec_command,resource-admission,,
01a06e72-0c2f-76a3-8d2b-d48f9131a1d5,/root,root,call_2mD6XGsxZvQzB71G4tK0wa4f,2026-09-04T23:07:47.443Z,2026-09-04T23:07:49.633Z,2.19,2.0,apply_patch,patch,orchestration-ledger,%USERPROFILE%/source/repos/ehonda/KicktippAi/.tmp/orchestration/01a06e72-0c2f-76a3-8d2b-d48f9131a1d5/state.md
01a06e72-0c2f-76a3-8d2b-d48f9131a1d5,/root,root,call_LxTj3kDOpP7RtMBQzngBjESX,2026-09-04T23:08:08.018Z,2026-09-04T23:08:10.885Z,2.867,2.8,exec_command,resource-admission,,
01a06e72-0c2f-76a3-8d2b-d48f9131a1d5,/root,root,call_o8lLJNOUWkZhVqejTiV26Zh5,2026-09-04T23:08:22.715Z,2026-09-04T23:08:23.835Z,1.12,1.1,apply_patch,patch,orchestration-ledger,%USERPROFILE%/source/repos/ehonda/KicktippAi/.tmp/orchestration/01a06e72-0c2f-76a3-8d2b-d48f9131a1d5/state.md
01a06e72-0c2f-76a3-8d2b-d48f9131a1d5,/root,root,call_oSmTrTBnx9avmltEAOUZRVND,2026-09-04T23:10:40.518Z,2026-09-04T23:10:41.809Z,1.291,1.3,exec_command,resource-admission,,
01a06e72-0c2f-76a3-8d2b-d48f9131a1d5,/root,root,call_1meIBkbpkyQGNatUJp73xG6R,2026-09-04T23:11:31.095Z,2026-09-04T23:11:32.471Z,1.376,1.2,exec_command,read-search,,
01a06e72-0c2f-76a3-8d2b-d48f9131a1d5,/root,root,call_oW3l1YzUftezY1VFtcqPT8wf,2026-09-04T23:13:27.053Z,2026-09-04T23:13:34.017Z,6.964,6.8,exec_command;apply_patch,patch,orchestration-ledger,%USERPROFILE%/source/repos/ehonda/KicktippAi/.tmp/orchestration/01a06e72-0c2f-76a3-8d2b-d48f9131a1d5/state.md
01a06e72-0c2f-76a3-8d2b-d48f9131a1d5,/root,root,call_nplLRhBoP1btCWUv909hXTH7,2026-09-04T23:15:59.477Z,2026-09-04T23:16:00.359Z,0.882,0.9,apply_patch,patch,orchestration-ledger,%USERPROFILE%/source/repos/ehonda/KicktippAi/.tmp/orchestration/01a06e72-0c2f-76a3-8d2b-d48f9131a1d5/state.md
01a06e72-0c2f-76a3-8d2b-d48f9131a1d5,/root,root,call_UXHTJfdoixZb76lvBZHC5LgG,2026-09-04T23:19:16.526Z,2026-09-04T23:19:18.328Z,1.802,1.8,apply_patch,patch,orchestration-ledger,%USERPROFILE%/source/repos/ehonda/KicktippAi/.tmp/orchestration/01a06e72-0c2f-76a3-8d2b-d48f9131a1d5/state.md
01a06e72-0c2f-76a3-8d2b-d48f9131a1d5,/root,root,call_bbpzyXzuYXlMbMbjxDcXHK2T,2026-09-04T23:20:30.054Z,2026-09-04T23:20:33.783Z,3.729,3.5,exec_command,read-search,,
01a06e72-0c2f-76a3-8d2b-d48f9131a1d5,/root,root,call_l4CquJSwpjBNuk1CcQfPn02l,2026-09-04T23:27:34.860Z,2026-09-04T23:27:38.240Z,3.38,3.2,exec_command,read-search,,
01a06e72-0c2f-76a3-8d2b-d48f9131a1d5,/root,root,call_hQle3LIHWQ0tjP5KnSiTTI4a,2026-09-04T23:27:47.870Z,2026-09-04T23:27:55.048Z,7.178,7.0,exec_command,read-search,,
01a06e72-0c2f-76a3-8d2b-d48f9131a1d5,/root,root,call_LieIT3IfcnmoWr0J8Q1mehlg,2026-09-04T23:28:03.078Z,2026-09-04T23:28:13.925Z,10.847,10.6,exec_command,resource-admission,,
01a06e72-0c2f-76a3-8d2b-d48f9131a1d5,/root,root,call_zcY347x0bZaAvosFvbI3boXj,2026-09-04T23:28:23.760Z,2026-09-04T23:28:29.888Z,6.128,5.9,exec_command;exec_command,read-search,,
01a06e72-0c2f-76a3-8d2b-d48f9131a1d5,/root,root,call_n5x56gjAQbriQh9m1l50pdXH,2026-09-04T23:28:47.385Z,2026-09-04T23:28:51.344Z,3.959,3.8,exec_command;apply_patch,patch,orchestration-ledger,%USERPROFILE%/source/repos/ehonda/KicktippAi/.tmp/orchestration/01a06e72-0c2f-76a3-8d2b-d48f9131a1d5/state.md
01a06e72-0c2f-76a3-8d2b-d48f9131a1d5,/root,root,call_7R1ysl2RB3GoYffw4FdYlPMn,2026-09-04T23:29:22.046Z,2026-09-04T23:29:25.009Z,2.963,2.9,exec_command,read-search,,
01a06e72-0c2f-76a3-8d2b-d48f9131a1d5,/root,root,call_9GaZWzJmzotxNeZyFwWf1hUA,2026-09-04T23:29:31.679Z,2026-09-04T23:29:37.386Z,5.707,5.7,exec_command,read-search,,
01a06e72-0c2f-76a3-8d2b-d48f9131a1d5,/root,root,call_QY4vVpfkwGUypf00VX7vwLDp,2026-09-04T23:29:54.128Z,2026-09-04T23:29:55.605Z,1.477,1.4,apply_patch,patch,orchestration-preview,%USERPROFILE%/source/repos/ehonda/KicktippAi/.tmp/orchestration/01a06e72-0c2f-76a3-8d2b-d48f9131a1d5/preview.md
01a06e72-0c2f-76a3-8d2b-d48f9131a1d5,/root,root,call_SpLuJWsxovJR6qgRtmMo8QwQ,2026-09-04T23:30:16.116Z,2026-09-04T23:30:23.489Z,7.373,7.4,exec_command,git-read,,
01a06e72-0c2f-76a3-8d2b-d48f9131a1d5,/root,root,call_jVOkwGZtjUZveuYkSzPoM9yt,2026-09-04T23:31:49.431Z,2026-09-04T23:31:52.179Z,2.748,2.7,exec_command,read-search,,
01a06e72-0c2f-76a3-8d2b-d48f9131a1d5,/root,root,call_mzLcCxRQeHD55DFDSYIM33OG,2026-09-04T23:33:09.485Z,2026-09-04T23:33:14.041Z,4.556,4.5,exec_command,git-read,,
01a06e72-0c2f-76a3-8d2b-d48f9131a1d5,/root,root,call_UFkGtKaod0YXaNw49wEB96HB,2026-09-04T23:33:33.067Z,2026-09-04T23:33:35.966Z,2.899,2.9,exec_command,resource-admission,,
01a06e72-0c2f-76a3-8d2b-d48f9131a1d5,/root,root,call_cuwf2cjzBHRLz763igxjOzSN,2026-09-04T23:33:44.081Z,2026-09-04T23:33:44.982Z,0.901,0.9,apply_patch,patch,orchestration-ledger,%USERPROFILE%/source/repos/ehonda/KicktippAi/.tmp/orchestration/01a06e72-0c2f-76a3-8d2b-d48f9131a1d5/state.md
01a06e72-0c2f-76a3-8d2b-d48f9131a1d5,/root,root,call_UlC25RKX0SagSHBKdtyNbdV8,2026-09-04T23:35:15.060Z,2026-09-04T23:35:17.150Z,2.09,2.1,apply_patch,patch,orchestration-ledger,%USERPROFILE%/source/repos/ehonda/KicktippAi/.tmp/orchestration/01a06e72-0c2f-76a3-8d2b-d48f9131a1d5/state.md
01a06e72-0c2f-76a3-8d2b-d48f9131a1d5,/root,root,call_rZQFPHb8eXtC7cLyPiGJOlHl,2026-09-04T23:35:22.357Z,2026-09-04T23:35:27.569Z,5.212,5.2,exec_command,read-search,,
01a06e72-0c2f-76a3-8d2b-d48f9131a1d5,/root,root,call_7aYFjNzvAmL7xELbRAQIfftq,2026-09-04T23:36:03.272Z,2026-09-04T23:36:06.988Z,3.716,3.7,exec_command,read-search,,
01a06e72-0c2f-76a3-8d2b-d48f9131a1d5,/root,root,call_zwnQYKS3K8uHy4L6k8HjajmJ,2026-09-04T23:36:18.216Z,2026-09-04T23:36:21.832Z,3.616,3.6,exec_command;apply_patch,patch,orchestration-ledger,%USERPROFILE%/source/repos/ehonda/KicktippAi/.tmp/orchestration/01a06e72-0c2f-76a3-8d2b-d48f9131a1d5/state.md
