sha,short_sha,authored_at,committed_at,author,subject
53a7961b1b27c162eb5735a5bafa6ca7c923dd89,53a7961,2026-08-26T00:57:35+02:00,2026-08-26T01:24:25+02:00,Dennis Renz,Harden cumulative budget admission evidence
0b86b11564b9cc7500b7bfaf94301e4e83263f73,0b86b11,2026-08-26T01:19:55+02:00,2026-08-26T01:24:25+02:00,Dennis Renz,Support missing-row preflight budget bootstrap
2b3d99f4ce40aa939615d921387ee638fc2eaa8f,2b3d99f,2026-08-26T01:42:50+02:00,2026-08-26T01:46:28+02:00,Dennis Renz,Document P0-23 cumulative budget commands
281b18181409e6be38d72eebae63a6e00ccdd41a,281b181,2026-08-26T01:33:21+02:00,2026-08-26T01:50:23+02:00,Dennis Renz,feat: publish enriched v2 roster context
517db42ce66cb9554848230e176e104ddc87bb64,517db42,2026-08-26T01:47:17+02:00,2026-08-26T01:50:23+02:00,Dennis Renz,docs: harden arena roster validation ladder
c6caa6a998893193b097e152cd4cce588a6efb5c,c6caa6a,2026-08-26T02:00:15+02:00,2026-08-26T02:05:14+02:00,Dennis Renz,test: update roster v2 bonus context golden
647dae2f1ed1f979b751c50b56533f6311217cb3,647dae2,2026-08-26T02:15:59+02:00,2026-08-26T02:22:53+02:00,Dennis Renz,Correct P0-23 budget gate status
0836c2f0c0afa6410b301ceb7638b0a58be5fa39,0836c2f,2026-08-26T02:19:55+02:00,2026-08-26T02:22:53+02:00,Dennis Renz,Record P0-23 dataset egress blocker
f1cfddeb6e2f7ba376856c0843a196af104b9a5c,f1cfdde,2026-08-26T02:52:02+02:00,2026-08-26T03:00:14+02:00,Dennis Renz,fix: make launch roster enrichment explicit
22e8693a267313a9bfb0f5738f4e214b74282038,22e8693,2026-08-26T03:26:57+02:00,2026-08-26T03:33:42+02:00,Dennis Renz,docs: close p0-25 live roster validation
34cb6fd5a334b9feca334ac1a12d1f8f40a4d654,34cb6fd,2026-08-26T03:31:51+02:00,2026-08-26T03:33:42+02:00,Dennis Renz,docs: record p0-25 exact-head ci evidence
20a2b45af90835e73a6a701c419a6335031cf2a3,20a2b45,2026-08-26T03:52:24+02:00,2026-08-26T03:56:30+02:00,Dennis Renz,docs: reconcile p0-23 readiness status
9572eb2621dc45158249e9bfb634e00bc509b23a,9572eb2,2026-08-26T04:26:30+02:00,2026-08-26T04:33:12+02:00,Dennis Renz,Document P0-23 local dataset checkpoint
ef9221c4ca694158afa1600c3074c9bc83c94df6,ef9221c,2026-08-26T09:41:59+02:00,2026-08-26T09:53:39+02:00,Dennis Renz,Record P0-23 Luna max cap stop
f694b844e77fcbd2e178cc9667d6d2a948463283,f694b84,2026-08-26T10:19:34+02:00,2026-08-26T10:32:10+02:00,Dennis Renz,Record P0-23 Luna max cap remediation
2bef485f66f32bbbde6bfe0b18cfd0bd7467bdb5,2bef485,2026-08-26T11:52:29+02:00,2026-08-26T11:52:29+02:00,Dennis Renz,docs: complete P0-23 cost evidence
cba48df4ca9d92ff12fd433f96a2ced9b4e94b8e,cba48df,2026-08-26T12:33:23+02:00,2026-08-26T12:47:11+02:00,Dennis Renz,Freeze P0-23 quality experiment execution
ec5a4f4c31c0f31b61f505946b2ce37201eb5b71,ec5a4f4,2026-08-26T13:30:39+02:00,2026-08-26T14:01:31+02:00,Dennis Renz,Improve repeated experiment analysis reports
abb4dc21a8a52113b8a0f3c9848fecf6610e0ff4,abb4dc2,2026-08-26T18:35:47+02:00,2026-08-26T18:57:50+02:00,Dennis Renz,docs: publish P0-23 candidate quality evidence
94224b23ad35e16f5fd6c4b68a70815d3b9b3e3f,94224b2,2026-08-26T22:54:31+02:00,2026-08-26T22:54:31+02:00,Dennis Renz,Add Sol max season cost estimate
ea1de0ffdb6edb9d0b8e9d5ce62a281681d604fc,ea1de0f,2026-08-26T23:26:22+02:00,2026-08-26T23:29:27+02:00,Dennis Renz,docs: refresh P0-21 production readiness evidence
f7dd2aee6c35fec26a5f09df0f1a68d82495f01b,f7dd2ae,2026-08-27T01:14:32+02:00,2026-08-27T01:14:32+02:00,Dennis Renz,docs: publish post-hoc Sol max quality results
c9dd22e918bdd1547aff06567271cf8c09be6b28,c9dd22e,2026-08-27T01:48:52+02:00,2026-08-27T08:33:06+02:00,Dennis Renz,Close Bundesliga P0 model and workflow preparation
e09527616aff9522d533d5e846d4543f08f9b7d8,e095276,2026-08-27T08:21:55+02:00,2026-08-27T08:33:06+02:00,Dennis Renz,Fix Bundesliga bonus copy verification
eedf33052591beb5bbdc51c9e0ebe9869d5ab64d,eedf330,2026-08-27T09:11:03+02:00,2026-08-27T09:11:03+02:00,Dennis Renz,Add relaxdays community rules source
992af5a63c788c0cc066dce92dd1319a91e5083d,992af5a,2026-08-27T11:18:04+02:00,2026-08-27T11:18:04+02:00,Dennis Renz,Prepare Bundesliga production live lane
89b875125fdae207b6f6f72cff8f968a718b112f,89b8751,2026-08-27T11:50:38+02:00,2026-08-27T12:03:21+02:00,Dennis Renz,Reconcile P0 live-validation evidence
bdd64aef4c0d56505b23fa854c0287e3637a4ffe,bdd64ae,2026-08-27T18:08:45+02:00,2026-08-27T18:20:16+02:00,Dennis Renz,Record Luna bonus recovery evidence
56238e5fd3615e11d0be2c462516e819dfded1db,56238e5,2026-08-27T12:02:13+02:00,2026-08-27T19:38:08+02:00,Dennis Renz,Activate Bundesliga production schedule
493847937e13382a3e850c4a4063045d4cbe114d,4938479,2026-08-27T20:16:49+02:00,2026-08-27T20:32:24+02:00,Dennis Renz,Reconcile P0 activation documentation
3dd93d51a98d29f4927c59642d084f12897c7285,3dd93d5,2026-08-27T23:42:26+02:00,2026-08-27T23:58:41+02:00,Dennis Renz,Onboard schadensfresse as Bundesliga copy target
d5644bd8ad53a8ecf3f099967f8f886b0a182d85,d5644bd,2026-08-28T01:01:24+02:00,2026-08-28T01:42:52+02:00,Dennis Renz,Fix matchday verification smart default
919e916d1e93afb22c4aa20d1f4a8952bce38ab6,919e916,2026-08-28T01:35:46+02:00,2026-08-28T01:42:52+02:00,Dennis Renz,Harden smart-default matchday resolution
72ec41a756dbecdca38259b4d215403efbf185db,72ec41a,2026-08-28T01:07:20+02:00,2026-08-28T01:42:52+02:00,Dennis Renz,Schedule schadensfresse production copies
50f3ed148891977b5909659f9986c9c9958d7875,50f3ed1,2026-08-28T01:21:36+02:00,2026-08-28T01:42:52+02:00,Dennis Renz,Correct schadensfresse schedule status docs
dd4d56377c400c69ddf04f2b154e7425e72040af,dd4d563,2026-08-28T07:51:05+02:00,2026-08-28T08:50:04+02:00,Dennis Renz,Record final P0 schedule evidence
740d7cf461699bd57a652d37d3d7cf1e8eaae660,740d7cf,2026-08-28T08:13:34+02:00,2026-08-28T08:50:04+02:00,Dennis Renz,Clarify final P0 closeout state
2c824c8c82bcc157d1db9ae94dce0b27ec87db87,2c824c8,2026-08-28T08:31:47+02:00,2026-08-28T08:50:04+02:00,Dennis Renz,Reconcile P0-19 observation status
