thread_id,parent_thread_id,depth,agent_path,nickname,task_group,spawned_at,last_event_at,wall_span_seconds,turn_count,completed_turns,aborted_turns,incomplete_turns,active_seconds,models_and_responses,input_tokens,cached_input_tokens,cache_write_input_tokens,output_tokens,reasoning_output_tokens,total_tokens,api_cost_equivalent_usd,log_bytes,log_lines
01a0a2d0-cdce-7f91-aa69-faecf9c3d45e,01a0a211-c4bc-7941-86f9-37dfba1da3fa,1,/root/c3_cumulative_validation_v2,Dirac,P1-04,2026-09-15T02:06:28.437000Z,2026-09-15T02:17:11.638000Z,643.201,1,1,0,0,643.075,gpt-5.6-sol/high:31,1126575,1088000,0,11785,2760,1138360,0.8252,479243,228
01a0a2dd-1c16-7db3-9de7-a69f799f4d7c,01a0a211-c4bc-7941-86f9-37dfba1da3fa,1,/root/c3_final_acceptance,Pauli,P1-04,2026-09-15T02:19:54.936000Z,2026-09-15T02:24:23.605000Z,268.669,1,1,0,0,268.543,gpt-6-astra/xhigh:20,1571873,1454720,0,5669,1288,1577542,2.9097,2128364,152
01a0a2ee-efbe-7773-9a60-162ac276bcb9,01a0a211-c4bc-7941-86f9-37dfba1da3fa,1,/root/c3_cumulative_validation_v3,Hubble,P1-04,2026-09-15T02:39:23.207000Z,2026-09-15T02:51:11.109000Z,707.902,1,1,0,0,707.754,gpt-5.6-sol/high:24,1092393,1038848,0,14773,4241,1107166,0.925179,1313797,188
01a0a2fa-55cc-7153-865b-1158732a33f9,01a0a211-c4bc-7941-86f9-37dfba1da3fa,1,/root/c3_final_acceptance_v2,Archimedes,P1-04,2026-09-15T02:51:50.234000Z,2026-09-15T02:59:22.662000Z,452.428,1,1,0,0,452.318,gpt-6-astra/xhigh:25,2135010,2032128,0,7944,1837,2142954,3.458148,2329510,197
01a0a310-517d-78d1-8a86-f0249856d0da,01a0a211-c4bc-7941-86f9-37dfba1da3fa,1,/root/c3_cumulative_validation_v4,Meitner,P1-04,2026-09-15T03:15:50.967000Z,2026-09-15T03:25:52.028000Z,601.061,1,1,0,0,600.939,gpt-5.6-sol/high:26,1043355,1000064,0,9652,3555,1053007,0.76623,1588133,207
01a0a319-fbc1-7160-ac7d-92d4e33b8282,01a0a211-c4bc-7941-86f9-37dfba1da3fa,1,/root/c3_final_acceptance_v3,Averroes,P1-04,2026-09-15T03:26:24.336000Z,2026-09-15T03:31:30.678000Z,306.342,1,1,0,0,306.205,gpt-6-astra/xhigh:21,2078274,1927040,0,6489,1602,2084763,3.76383,2994527,156
01a0a31f-d9e2-7c83-92d8-dd884d6ff39a,01a0a211-c4bc-7941-86f9-37dfba1da3fa,1,/root/c3_ci_monitor,Epicurus,P1-04,2026-09-15T03:32:48.873000Z,2026-09-15T03:36:57.723000Z,248.85,1,1,0,0,248.709,gpt-5.6-luna/low:16,434248,370688,0,2941,402,437189,0.023655,330332,127
01a0a325-3101-7a71-aeb1-d40e9fa7d497,01a0a211-c4bc-7941-86f9-37dfba1da3fa,1,/root/e1_writer,Avicenna,cross-cutting,2026-09-15T03:38:38.881000Z,2026-09-15T04:34:22.707000Z,3343.826,1,1,0,0,3343.709,gpt-6-astra/xhigh:96,12259032,11973760,0,82330,26246,12341362,18.94298,4026010,760
01a0a358-c7ba-7b20-b5dd-feb2e57f24fd,01a0a211-c4bc-7941-86f9-37dfba1da3fa,1,/root/e1_reviewer,Dewey,cross-cutting,2026-09-15T04:34:59.778000Z,2026-09-15T04:40:07.582000Z,307.804,1,1,0,0,307.619,gpt-6-astra/xhigh:13,863743,764544,0,6484,2114,870227,2.080734,1716530,108
01a0a35e-e36b-7732-8ef6-cb2e3ea39df2,01a0a211-c4bc-7941-86f9-37dfba1da3fa,1,/root/e1_cumulative_validation,Ptolemy,cross-cutting,2026-09-15T04:41:40.082000Z,2026-09-15T05:02:49.353000Z,1269.271,2,2,0,0,1128.07,gpt-5.6-sol/high:56,3979829,3887488,0,29793,5449,4009622,2.520219,1420539,413
01a0a373-2405-7b72-8149-ba1d23bdb385,01a0a211-c4bc-7941-86f9-37dfba1da3fa,1,/root/e1_final_acceptance,Sartre,cross-cutting,2026-09-15T05:03:47.352000Z,2026-09-15T05:08:44.286000Z,296.934,1,1,0,0,296.813,gpt-6-astra/xhigh:16,1109422,1013120,0,6736,2427,1116158,2.31294,1571822,126
01a0a378-bc0b-7040-90e8-6b96601122cf,01a0a211-c4bc-7941-86f9-37dfba1da3fa,1,/root/e1_ci_monitor,Bohr,cross-cutting,2026-09-15T05:09:53.942000Z,2026-09-15T05:14:25.257000Z,271.315,1,1,0,0,271.169,gpt-5.6-luna/low:20,726468,660480,0,3458,343,729926,0.030557,1335131,152
01a0a37d-e684-7781-a2c7-1b0d3e275ab8,01a0a211-c4bc-7941-86f9-37dfba1da3fa,1,/root/closeout_writer,Leibniz,cross-cutting,2026-09-15T05:15:32.494000Z,2026-09-15T05:21:59.931000Z,387.437,1,1,0,0,387.315,gpt-6-astra/high:15,693980,623232,0,10068,707,704048,1.834112,810938,113
01a0a384-6006-7240-8498-5517c16162f0,01a0a211-c4bc-7941-86f9-37dfba1da3fa,1,/root/closeout_reviewer,Linnaeus,cross-cutting,2026-09-15T05:22:36.850000Z,2026-09-15T05:24:21.753000Z,104.903,1,1,0,0,104.764,gpt-6-astra/high:11,457325,404736,0,2169,127,459494,1.039076,785873,77
01a0a389-b24f-7d53-8eef-621fe4724145,01a0a211-c4bc-7941-86f9-37dfba1da3fa,1,/root/closeout_ci_monitor,Carson,cross-cutting,2026-09-15T05:28:25.572000Z,2026-09-15T05:32:46.180000Z,260.608,1,1,0,0,260.468,gpt-5.6-luna/low:17,545078,507648,0,2187,217,547265,0.020263,804134,122
01a0a6a2-cbde-7fc1-bcc0-d9a446e93119,01a0a211-c4bc-7941-86f9-37dfba1da3fa,1,/root/p1_04_05_review_brief,Planck,P1-04,2026-09-15T19:54:42.310000Z,2026-09-15T20:04:27.212000Z,584.902,1,1,0,0,584.641,gpt-6-astra/high:15,840967,759424,0,12800,496,853767,2.214854,924202,123
