thread_id,kind,agent_path,model,reasoning_effort,responses,input_tokens,cached_input_tokens,cache_write_input_tokens,output_tokens,reasoning_output_tokens,total_tokens,api_cost_equivalent_usd
01a07641-5993-73e2-95e1-6aaebcc75c58,subagent,/root/common_runtime_posttest,gpt-5.6-luna,low,6,157927,134656,0,879,179,158806,0.008402
01a0764a-e53e-7023-a48a-40ab3afb749a,subagent,/root/common_runtime_review_v2,gpt-5.6-sol,xhigh,37,4151631,3973760,0,25044,17311,4176675,2.801868
01a07656-9f81-7771-88aa-686b76b8aff5,subagent,/root/common_runtime_fix_v2,gpt-5.6-sol,high,182,21864795,21242368,0,98690,30730,21963485,12.960455
01a07675-02ba-7031-a39b-4ca6c3b220a1,subagent,/root/common_runtime_review_v3,gpt-5.6-sol,xhigh,27,3349531,3137408,0,29104,21508,3378635,2.685535
01a07695-860b-7393-be10-a581bf36483c,subagent,/root/common_runtime_review_v4,gpt-5.6-sol,xhigh,42,5691263,5462656,0,32374,23914,5723637,3.74697
01a076a4-48aa-7261-8ddd-a6c6e2113bc3,subagent,/root/common_runtime_fix_v3,gpt-5.6-sol,high,117,14296715,13940992,0,58039,16986,14354754,8.160069
01a076c4-1e83-79f0-81f2-4b3a0d0f8f29,subagent,/root/common_runtime_review_v5,gpt-5.6-sol,xhigh,44,5347465,5120128,0,26039,17429,5373504,3.478179
01a076d0-488d-7121-bb9b-5ba1b68e73b8,subagent,/root/common_runtime_fix_v4,gpt-5.6-sol,high,75,8768718,8496000,0,35931,14800,8804649,5.207892
01a076e8-a7ec-7cf1-969e-7c6c049acb7c,subagent,/root/common_runtime_review_v6,gpt-5.6-sol,xhigh,37,4334740,4110848,0,25665,18435,4360405,3.053207
01a076f5-c3f4-7e92-9b5e-31ecc3dd7b61,subagent,/root/common_runtime_fix_v5,gpt-5.6-sol,high,83,10546809,10270720,0,41484,18212,10588293,6.042324
01a07715-1306-7522-bb51-31dc7b2d7187,subagent,/root/common_runtime_review_v7,gpt-5.6-sol,xhigh,30,3815545,3609088,0,30039,23401,3845584,2.870243
01a07722-1f06-73b0-89e3-96121f83514e,subagent,/root/common_runtime_fix_v6,gpt-5.6-sol,high,104,11183139,10897536,0,44862,15195,11228001,6.398666
01a0773a-b16d-7052-9e32-e12e1bbcb565,subagent,/root/common_runtime_review_v8,gpt-5.6-sol,xhigh,64,6548322,6231168,0,39165,27873,6587487,4.544383
01a0774d-48e5-76a2-87f8-6fc2e9616d18,subagent,/root/common_runtime_fix_v7,gpt-5.6-sol,high,76,9290799,9002368,0,36514,12406,9327313,5.484951
01a07761-ac0a-7492-b994-26f753b8655f,subagent,/root/common_runtime_review_v9,gpt-5.6-sol,xhigh,33,4195761,3995392,0,21950,15003,4217711,2.838633
01a0776b-654e-7612-8a9b-22295e52de12,subagent,/root/common_runtime_fix_v8,gpt-5.6-sol,high,48,6078184,5907328,0,23964,9859,6102148,3.525635
01a07778-141c-7091-8dee-9a622c3ffac0,subagent,/root/common_runtime_review_v10,gpt-5.6-sol,xhigh,31,4193842,3986688,0,25569,18970,4219411,2.934671
01a07783-2d0b-7681-b6a4-1ab0fd320ec9,subagent,/root/common_runtime_fix_v9,gpt-5.6-sol,high,33,3254330,3132800,0,12410,4217,3266740,1.98744
01a0778b-6c63-7833-837c-e09d8bc05efa,subagent,/root/common_runtime_review_v11,gpt-5.6-sol,xhigh,59,7323118,7026432,0,41457,29787,7364575,4.826457
01a0779f-5c0a-7972-992d-63bb4a09a779,subagent,/root/common_runtime_fix_v10,gpt-5.6-sol,high,41,4932610,4774528,0,22550,9460,4955160,2.993139
01a077b2-7ad0-76b3-9496-4bd3d46bdd6a,subagent,/root/common_runtime_review_v12,gpt-5.6-sol,xhigh,63,6659324,6348032,0,32990,20811,6692314,4.444181
01a077c4-49d4-7353-ab5c-497838291816,subagent,/root/common_runtime_fix_v11,gpt-5.6-sol,high,41,4883877,4726912,0,20095,7922,4903972,2.920525
01a077cf-66b9-7fe0-9349-9e47215512b7,subagent,/root/common_runtime_review_v13,gpt-5.6-sol,xhigh,66,6548736,6238336,0,39468,27928,6588204,4.526294
01a077e3-0959-7b43-a12f-2f1cb5f5dc8c,subagent,/root/common_runtime_fix_v12,gpt-5.6-sol,high,33,3757573,3607808,0,17958,7810,3775531,2.401343
01a077ec-36e7-74d0-ba1b-8a92035b0970,subagent,/root/common_runtime_review_v14,gpt-5.6-sol,xhigh,44,5375740,5147520,0,27092,18714,5402832,3.513728
01a077f8-77ba-7712-9185-563c7ae0d557,subagent,/root/common_runtime_fix_v13,gpt-5.6-sol,high,42,5756578,5567232,0,20444,9839,5777022,3.393157
01a07804-5921-75f1-a787-3b2dde11cbd0,subagent,/root/common_runtime_review_v15,gpt-5.6-sol,xhigh,63,7059706,6742144,0,30682,20411,7090388,4.580746
01a07814-7b7e-7b40-81b6-6834e6909186,subagent,/root/common_runtime_fix_v14,gpt-5.6-sol,high,39,4243208,4100608,0,15453,6203,4258661,2.519703
01a0781e-0755-72b3-bcfb-d2de326af89e,subagent,/root/common_runtime_review_v16,gpt-5.6-sol,xhigh,42,5877304,5668352,0,34271,25431,5911575,3.788569
01a0782c-67fe-7fe2-90b0-ed1967cae65e,subagent,/root/common_runtime_fix_v15,gpt-5.6-sol,high,55,6583782,6334208,0,34028,16760,6617810,4.212539
01a0783d-170b-7dd1-b828-b8df5d2ac0f9,subagent,/root/common_runtime_review_v17,gpt-5.6-sol,xhigh,47,5895979,5424384,0,34036,23418,5930015,4.736854
01a07856-bb66-76d1-885d-cfe022ae02a1,subagent,/root/common_runtime_fix_v16,gpt-5.6-sol,high,36,4264365,4087552,0,19074,8841,4283439,2.723753
01a07858-b9c8-7b32-a76e-5eff503726a0,subagent,/root/p1_04_html_architecture,gpt-5.6-sol,xhigh,34,3346895,3200896,0,10843,6285,3357738,2.081214
01a07449-e376-7e40-a0cc-927471730b36,guardian,/guardian/auto-review,codex-auto-review,low,9,539360,262912,0,1147,628,540507,
01a0744c-cb44-72b3-9574-63c783424dd7,guardian,/guardian/auto-review,codex-auto-review,low,3,89234,56576,0,369,169,89603,
01a0744c-ef14-7952-8ec1-76bf6bedfa4c,guardian,/guardian/auto-review,codex-auto-review,low,3,48034,25856,0,268,80,48302,
01a0744d-98fc-7c32-a2de-d7959cf3263d,guardian,/guardian/auto-review,codex-auto-review,low,16,642641,548864,0,1228,298,643869,
01a0745c-f1f7-7833-a857-59a7d7dbb12e,guardian,/guardian/auto-review,codex-auto-review,low,1,24577,4864,0,157,97,24734,
01a07597-7694-7872-a804-a370747d1273,guardian,/guardian/auto-review,codex-auto-review,low,32,2971271,2713600,0,2881,827,2974152,
01a07597-e986-7f92-b5fd-8a7d2977adb0,guardian,/guardian/auto-review,codex-auto-review,low,5,155231,118528,0,557,232,155788,
01a075d6-7980-7800-9f79-76d58a6335f9,guardian,/guardian/auto-review,codex-auto-review,low,2,61175,29184,0,312,166,61487,
01a075f7-1f0c-7460-9e46-02e1ae3bd19e,guardian,/guardian/auto-review,codex-auto-review,low,2,50498,29184,0,247,134,50745,
01a0760b-620f-74e0-a8c7-a73dd7a819da,guardian,/guardian/auto-review,codex-auto-review,low,10,312562,272896,0,800,230,313362,
01a0761d-795c-7a03-9bd1-530ed9c3f299,guardian,/guardian/auto-review,codex-auto-review,low,21,1019018,871168,0,1785,573,1020803,
01a07641-5a8e-7da2-8085-d7c4f2298180,guardian,/guardian/auto-review,codex-auto-review,low,1,14075,4864,0,149,90,14224,
01a07656-a10b-7691-8be7-1646ed4933df,guardian,/guardian/auto-review,codex-auto-review,low,17,1761057,1473280,0,1501,518,1762558,
01a076a4-4a24-7101-9d6c-def3c503965d,guardian,/guardian/auto-review,codex-auto-review,low,10,736679,620032,0,1198,565,737877,
01a076d0-4a03-7a13-abab-593dc520d48a,guardian,/guardian/auto-review,codex-auto-review,low,8,377247,285696,0,829,379,378076,
01a076f5-c5b1-7a61-92ac-8018268a1fe2,guardian,/guardian/auto-review,codex-auto-review,low,6,313635,236032,0,825,458,314460,
01a07722-210f-7703-9b09-19fd9832c3ab,guardian,/guardian/auto-review,codex-auto-review,low,11,722189,611584,0,883,279,723072,
01a0774d-4a5f-7ec2-b2e5-06b6d6af74de,guardian,/guardian/auto-review,codex-auto-review,low,8,499785,400384,0,881,429,500666,
01a0776b-66bc-7e81-bfc4-d8fe0259440f,guardian,/guardian/auto-review,codex-auto-review,low,6,182154,146944,0,698,370,182852,
01a07783-2e66-75a1-a948-9d08a97f9f2d,guardian,/guardian/auto-review,codex-auto-review,low,2,50482,27136,0,273,139,50755,
01a0779f-5daf-71a2-b05d-76b2910810a9,guardian,/guardian/auto-review,codex-auto-review,low,6,179655,145920,0,651,268,180306,
01a077c4-4b48-71e3-8388-a0cdecb731e2,guardian,/guardian/auto-review,codex-auto-review,low,3,79351,54528,0,346,163,79697,
01a077e3-0acd-7233-9ecf-386e072d677d,guardian,/guardian/auto-review,codex-auto-review,low,2,50572,28160,0,368,247,50940,
01a077f8-7948-7e92-a3ed-576b928389bd,guardian,/guardian/auto-review,codex-auto-review,low,4,109572,80896,0,458,207,110030,
01a07814-7d0e-74e0-b6f9-59956e200939,guardian,/guardian/auto-review,codex-auto-review,low,5,139842,111360,0,502,187,140344,
01a0782c-69b3-7df2-af02-4f0c91eff784,guardian,/guardian/auto-review,codex-auto-review,low,6,294805,222720,0,610,269,295415,
